shipment_id,route_id,date,delay_minutes,cost_usd,temp_c,status
SHP15921,RT03,2014-03-26,12,60.94,4.6,delivered
SHP15922,RT01,2014-03-27,15,91.07,5.1,delivered
SHP15923,RT03,2014-03-28,10,32.78,5.2,in_transit
SHP15924,RT04,2014-03-29,10,39.8,2.0,delivered
SHP15925,RT02,2014-03-30,8,72.86,7.0,delivered
SHP15926,RT04,2014-03-31,10,97.25,5.4,in_transit
SHP15927,RT02,2014-04-01,9,68.08,6.4,delivered
SHP15928,RT03,2014-04-02,17,75.6,4.8,delivered
SHP15929,RT03,2014-04-03,15,69.54,5.3,in_transit
SHP15930,RT02,2014-04-04,7,67.92,7.5,delivered
SHP15931,RT03,2014-04-05,12,75.19,3.9,delivered
SHP15932,RT03,2014-04-06,9,88.96,4.4,delivered
SHP15933,RT04,2014-04-07,7,30.03,7.7,delivered
SHP15934,RT01,2014-04-08,4,52.9,6.4,failed
SHP15935,RT02,2014-04-09,8,47.85,5.7,failed
SHP15936,RT01,2014-04-10,7,58.25,2.6,delivered
SHP15937,RT03,2014-04-11,7,44.55,1.8,delivered
SHP15938,RT02,2014-04-12,9,85.1,4.2,delivered
SHP15939,RT03,2014-04-13,14,55.35,6.1,delivered
SHP15940,RT01,2014-04-14,13,48.56,1.5,delivered
SHP15941,RT04,2014-04-15,13,49.04,7.6,failed
SHP15942,RT03,2014-04-16,17,77.48,8.7,in_transit
SHP15943,RT03,2014-04-17,12,96.66,2.5,delivered
SHP15944,RT03,2014-04-18,6,58.02,5.5,delivered
SHP15945,RT01,2014-04-19,6,56.63,2.9,delivered
SHP15946,RT03,2014-04-20,10,50.1,2.2,delivered
SHP15947,RT02,2014-04-21,6,47.14,5.0,delivered
SHP15948,RT01,2014-04-22,12,83.91,6.3,in_transit
SHP15949,RT02,2014-04-23,13,40.33,6.7,delivered
SHP15950,RT01,2014-04-24,11,41.76,1.4,delivered
SHP15951,RT02,2014-04-25,13,80.72,5.0,in_transit
SHP15952,RT03,2014-04-26,9,56.44,4.3,delivered
SHP15953,RT03,2014-04-27,8,76.41,3.0,delivered
SHP15954,RT01,2014-04-28,13,90.96,5.3,delivered
SHP15955,RT02,2014-04-29,13,57.18,7.0,in_transit
SHP15956,RT01,2014-04-30,8,41.49,6.9,delivered
SHP15957,RT03,2014-05-01,11,49.64,3.4,failed
SHP15958,RT04,2014-05-02,11,78.08,4.9,in_transit
SHP15959,RT01,2014-05-03,7,36.84,3.2,in_transit
SHP15960,RT03,2014-05-04,14,93.28,3.9,in_transit
SHP15961,RT04,2014-05-05,10,97.54,7.7,delivered
SHP15962,RT02,2014-05-06,12,83.82,5.7,delivered
SHP15963,RT03,2014-05-07,12,62.99,5.3,delivered
SHP15964,RT04,2014-05-08,2,44.64,6.9,delivered
SHP15965,RT03,2014-05-09,13,36.81,3.7,failed
SHP15966,RT03,2014-05-10,7,40.19,6.1,delivered
SHP15967,RT04,2014-05-11,12,73.9,0.7,delivered
SHP15968,RT03,2014-05-12,5,91.85,4.2,in_transit
SHP15969,RT03,2014-05-13,13,67.43,3.1,delivered
SHP15970,RT01,2014-05-14,10,44.72,2.2,delivered
SHP15971,RT02,2014-05-15,7,30.09,6.3,delivered
SHP15972,RT02,2014-05-16,8,35.04,4.9,in_transit
SHP15973,RT01,2014-05-17,12,60.39,0.9,delivered
SHP15974,RT01,2014-05-18,7,65.77,8.4,in_transit
SHP15975,RT01,2014-05-19,6,84.45,6.0,delivered
SHP15976,RT03,2014-05-20,9,36.42,5.6,delivered
SHP15977,RT03,2014-05-21,11,35.72,4.0,in_transit
SHP15978,RT03,2014-05-22,8,31.83,6.2,delivered
SHP15979,RT01,2014-05-23,9,97.12,6.0,delivered
SHP15980,RT01,2014-05-24,7,68.22,1.3,delivered
SHP15981,RT01,2014-05-25,7,57.48,-0.1,in_transit
SHP15982,RT01,2014-05-26,10,39.11,4.5,in_transit
SHP15983,RT02,2014-05-27,7,69.43,5.8,failed
SHP15984,RT02,2014-05-28,12,62.95,7.5,in_transit
SHP15985,RT02,2014-05-29,7,57.99,0.1,delivered
SHP15986,RT01,2014-05-30,14,93.74,7.6,delivered
SHP15987,RT04,2014-05-31,5,54.79,3.0,in_transit
SHP15988,RT01,2014-06-01,13,51.98,3.4,failed
SHP15989,RT04,2014-06-02,12,82.66,5.6,in_transit
SHP15990,RT04,2014-06-03,11,31.89,1.8,delivered
SHP15991,RT03,2014-06-04,9,43.69,3.0,delivered
SHP15992,RT02,2014-06-05,7,68.31,3.9,in_transit
SHP15993,RT03,2014-06-06,14,95.56,4.7,in_transit
SHP15994,RT04,2014-06-07,8,56.86,7.9,delivered
SHP15995,RT04,2014-06-08,12,33.2,0.7,delivered
SHP15996,RT01,2014-06-09,9,89.9,4.1,in_transit
SHP15997,RT01,2014-06-10,10,33.62,3.7,failed
SHP15998,RT04,2014-06-11,9,77.28,8.4,delivered
SHP15999,RT04,2014-06-12,7,67.4,3.0,delivered
SHP16000,RT01,2014-06-13,8,57.57,2.1,in_transit
SHP16001,RT02,2014-06-14,12,65.98,5.6,delivered
SHP16002,RT03,2014-06-15,21,32.36,10.6,delivered
SHP16003,RT04,2014-06-16,10,53.1,4.8,delivered
SHP16004,RT01,2014-06-17,12,38.91,3.3,delivered
SHP16005,RT04,2014-06-18,7,66.29,4.1,in_transit
SHP16006,RT03,2014-06-19,4,80.77,4.5,in_transit
SHP16007,RT03,2014-06-20,13,48.43,5.5,delivered
SHP16008,RT01,2014-06-21,7,82.25,5.9,delivered
SHP16009,RT04,2014-06-22,5,32.03,6.3,in_transit
SHP16010,RT02,2014-06-23,10,77.06,9.0,delivered
SHP16011,RT02,2014-06-24,7,45.97,6.6,in_transit
SHP16012,RT04,2014-06-25,9,75.12,2.4,delivered
SHP16013,RT03,2014-06-26,13,53.65,5.7,delivered
SHP16014,RT04,2014-06-27,10,81.91,8.0,delivered
SHP16015,RT01,2014-06-28,8,82.56,5.5,delivered
SHP16016,RT01,2014-06-29,11,38.08,6.0,delivered
SHP16017,RT02,2014-06-30,8,90.42,3.9,delivered
SHP16018,RT02,2014-07-01,8,68.21,4.9,delivered
SHP16019,RT04,2014-07-02,14,63.88,6.5,in_transit
SHP16020,RT03,2014-07-03,7,91.75,8.2,in_transit
SHP16021,RT01,2014-07-04,9,64.08,5.7,delivered
SHP16022,RT03,2014-07-05,9,49.85,8.4,delivered
SHP16023,RT01,2014-07-06,17,36.73,7.0,delivered
SHP16024,RT01,2014-07-07,5,83.6,5.4,delivered
SHP16025,RT01,2014-07-08,12,44.59,8.3,in_transit
SHP16026,RT04,2014-07-09,11,31.14,5.5,delivered
SHP16027,RT02,2014-07-10,8,65.85,5.4,in_transit
SHP16028,RT02,2014-07-11,14,68.37,3.8,failed
SHP16029,RT04,2014-07-12,14,83.42,5.0,delivered
SHP16030,RT04,2014-07-13,9,39.95,8.0,delivered
SHP16031,RT03,2014-07-14,10,49.15,5.0,delivered
SHP16032,RT01,2014-07-15,15,74.85,5.3,delivered
SHP16033,RT01,2014-07-16,14,49.78,7.6,delivered
SHP16034,RT02,2014-07-17,12,65.77,6.1,delivered
SHP16035,RT04,2014-07-18,12,76.04,6.2,in_transit
SHP16036,RT02,2014-07-19,15,50.46,7.5,in_transit
SHP16037,RT01,2014-07-20,10,90.0,-0.1,failed
SHP16038,RT04,2014-07-21,12,76.86,7.9,in_transit
SHP16039,RT03,2014-07-22,9,72.54,8.6,delivered
SHP16040,RT03,2014-07-23,8,32.03,2.5,delivered
SHP16041,RT03,2014-07-24,7,56.61,7.1,delivered
SHP16042,RT03,2014-07-25,10,51.77,5.1,delivered
SHP16043,RT02,2014-07-26,18,80.89,8.9,delivered
SHP16044,RT01,2014-07-27,14,78.91,1.7,delivered
SHP16045,RT03,2014-07-28,9,98.87,5.3,in_transit
SHP16046,RT04,2014-07-29,9,36.73,1.0,delivered
SHP16047,RT02,2014-07-30,17,91.65,5.3,in_transit
SHP16048,RT04,2014-07-31,12,95.75,2.7,delivered
SHP16049,RT02,2014-08-01,13,86.94,3.3,delivered
SHP16050,RT03,2014-08-02,7,48.27,3.4,failed
SHP16051,RT01,2014-08-03,14,96.27,4.6,failed
SHP16052,RT02,2014-08-04,7,63.15,5.4,delivered
SHP16053,RT01,2014-08-05,14,68.98,-0.1,failed
SHP16054,RT03,2014-08-06,6,43.02,4.8,delivered
SHP16055,RT01,2014-08-07,7,81.43,3.2,delivered
SHP16056,RT04,2014-08-08,10,64.38,7.0,delivered
SHP16057,RT02,2014-08-09,8,37.22,4.2,delivered
SHP16058,RT02,2014-08-10,7,69.49,5.2,in_transit
SHP16059,RT02,2014-08-11,8,46.99,2.1,failed
SHP16060,RT01,2014-08-12,11,59.56,6.8,delivered
SHP16061,RT03,2014-08-13,15,82.0,5.8,delivered
SHP16062,RT04,2014-08-14,9,49.95,6.2,delivered
SHP16063,RT04,2014-08-15,6,32.7,5.1,delivered
SHP16064,RT02,2014-08-16,7,91.86,3.9,delivered
SHP16065,RT03,2014-08-17,8,98.53,6.3,in_transit
SHP16066,RT04,2014-08-18,11,34.05,3.7,delivered
SHP16067,RT03,2014-08-19,14,46.99,5.1,delivered
SHP16068,RT04,2014-08-20,5,43.65,4.7,delivered
SHP16069,RT02,2014-08-21,14,57.77,4.8,failed
SHP16070,RT02,2014-08-22,8,98.55,5.0,delivered
SHP16071,RT01,2014-08-23,9,97.74,4.8,delivered
SHP16072,RT03,2014-08-24,10,49.72,4.1,delivered
SHP16073,RT04,2014-08-25,13,32.01,5.6,delivered
SHP16074,RT04,2014-08-26,5,43.68,0.6,failed
SHP16075,RT03,2014-08-27,11,80.9,3.2,delivered
SHP16076,RT04,2014-08-28,9,68.18,4.5,delivered
SHP16077,RT04,2014-08-29,14,40.52,4.6,delivered
SHP16078,RT04,2014-08-30,17,51.02,3.7,delivered
SHP16079,RT01,2014-08-31,12,56.15,4.6,delivered
SHP16080,RT02,2014-09-01,11,59.67,8.1,in_transit
SHP16081,RT02,2014-09-02,8,52.13,7.2,delivered
SHP16082,RT01,2014-09-03,14,70.38,7.3,delivered
SHP16083,RT04,2014-09-04,8,86.69,5.7,failed
SHP16084,RT04,2014-09-05,11,84.29,5.2,delivered
SHP16085,RT04,2014-09-06,11,54.92,5.2,delivered
SHP16086,RT03,2014-09-07,9,39.66,2.9,in_transit
SHP16087,RT04,2014-09-08,3,83.58,2.7,delivered
SHP16088,RT03,2014-09-09,11,86.19,4.4,in_transit
SHP16089,RT02,2014-09-10,8,80.93,-0.1,delivered
SHP16090,RT03,2014-09-11,16,74.4,4.3,delivered
SHP16091,RT04,2014-09-12,6,60.6,5.7,delivered
SHP16092,RT02,2014-09-13,5,80.51,6.4,delivered
SHP16093,RT04,2014-09-14,6,84.71,6.1,delivered
SHP16094,RT02,2014-09-15,6,76.02,4.3,delivered
SHP16095,RT01,2014-09-16,11,69.65,1.7,delivered
SHP16096,RT04,2014-09-17,13,95.75,4.7,delivered
SHP16097,RT01,2014-09-18,13,96.31,3.9,delivered
SHP16098,RT02,2014-09-19,14,89.23,6.6,delivered
SHP16099,RT01,2014-09-20,5,71.41,0.5,in_transit
SHP16100,RT04,2014-09-21,11,95.39,3.7,delivered
SHP16101,RT03,2014-09-22,8,77.93,6.3,in_transit
SHP16102,RT02,2014-09-23,6,35.17,6.3,delivered
SHP16103,RT02,2014-09-24,10,57.86,9.3,in_transit
SHP16104,RT01,2014-09-25,11,62.87,1.6,delivered
SHP16105,RT01,2014-09-26,7,52.02,4.5,delivered
SHP16106,RT04,2014-09-27,14,62.69,10.5,failed
SHP16107,RT04,2014-09-28,6,45.34,4.0,in_transit
SHP16108,RT01,2014-09-29,14,72.92,6.8,failed
SHP16109,RT01,2014-09-30,11,45.95,3.4,delivered
SHP16110,RT04,2014-10-01,7,71.38,5.3,delivered
SHP16111,RT03,2014-10-02,9,62.08,3.2,delivered
SHP16112,RT03,2014-10-03,11,93.24,2.2,failed
SHP16113,RT02,2014-10-04,14,74.95,2.7,delivered
SHP16114,RT03,2014-10-05,10,62.05,6.2,delivered
SHP16115,RT04,2014-10-06,13,66.45,3.3,delivered
SHP16116,RT04,2014-10-07,9,59.03,4.8,delivered
SHP16117,RT02,2014-10-08,10,57.23,5.0,delivered
SHP16118,RT03,2014-10-09,3,44.93,4.6,delivered
SHP16119,RT01,2014-10-10,6,92.94,7.2,in_transit
SHP16120,RT01,2014-10-11,12,88.72,5.8,delivered
SHP16121,RT04,2014-10-12,13,38.49,6.0,delivered
SHP16122,RT04,2014-10-13,14,56.32,6.0,in_transit
SHP16123,RT03,2014-10-14,6,55.83,8.4,in_transit
SHP16124,RT03,2014-10-15,7,83.75,3.8,delivered
SHP16125,RT01,2014-10-16,7,32.6,6.0,delivered
SHP16126,RT01,2014-10-17,15,60.28,4.5,delivered
SHP16127,RT02,2014-10-18,6,77.14,4.8,delivered
SHP16128,RT02,2014-10-19,11,47.01,4.8,delivered
SHP16129,RT03,2014-10-20,10,85.85,9.7,delivered
SHP16130,RT04,2014-10-21,7,82.38,3.9,delivered
SHP16131,RT01,2014-10-22,6,33.33,6.5,delivered
SHP16132,RT04,2014-10-23,16,34.81,4.6,delivered
SHP16133,RT03,2014-10-24,10,91.21,4.7,delivered
SHP16134,RT04,2014-10-25,5,33.53,2.8,in_transit
SHP16135,RT02,2014-10-26,11,67.22,5.0,delivered
SHP16136,RT04,2014-10-27,7,86.64,5.3,delivered
SHP16137,RT02,2014-10-28,13,44.52,8.8,delivered
SHP16138,RT04,2014-10-29,10,44.12,4.8,delivered
SHP16139,RT01,2014-10-30,8,36.95,2.6,delivered
SHP16140,RT03,2014-10-31,7,69.39,6.8,delivered
SHP16141,RT02,2014-11-01,10,38.07,6.6,in_transit
SHP16142,RT02,2014-11-02,12,47.12,6.0,delivered
SHP16143,RT01,2014-11-03,8,92.44,5.5,delivered
SHP16144,RT03,2014-11-04,10,63.51,7.1,delivered
SHP16145,RT01,2014-11-05,11,52.61,8.7,in_transit
SHP16146,RT02,2014-11-06,9,64.77,4.0,in_transit
SHP16147,RT02,2014-11-07,14,42.18,0.7,delivered
SHP16148,RT01,2014-11-08,8,76.26,4.2,failed
SHP16149,RT01,2014-11-09,9,50.95,3.9,delivered
SHP16150,RT04,2014-11-10,15,70.02,8.1,failed
SHP16151,RT01,2014-11-11,7,73.38,5.6,delivered
SHP16152,RT01,2014-11-12,13,35.25,5.2,in_transit
SHP16153,RT02,2014-11-13,12,58.96,3.1,delivered
SHP16154,RT03,2014-11-14,11,97.93,6.3,delivered
SHP16155,RT03,2014-11-15,12,93.41,5.7,in_transit
SHP16156,RT03,2014-11-16,10,83.71,5.5,delivered
SHP16157,RT04,2014-11-17,8,80.9,4.5,delivered
SHP16158,RT03,2014-11-18,6,76.67,3.1,in_transit
SHP16159,RT03,2014-11-19,12,42.19,5.0,delivered
SHP16160,RT02,2014-11-20,12,63.82,6.2,in_transit
SHP16161,RT01,2014-11-21,8,38.91,5.2,in_transit
SHP16162,RT04,2014-11-22,12,69.05,2.4,delivered
SHP16163,RT01,2014-11-23,11,50.13,3.7,delivered
SHP16164,RT02,2014-11-24,6,97.29,5.5,delivered
SHP16165,RT02,2014-11-25,6,66.16,3.0,delivered
SHP16166,RT02,2014-11-26,5,34.72,6.8,delivered
SHP16167,RT01,2014-11-27,17,77.43,1.8,delivered
SHP16168,RT02,2014-11-28,9,31.71,3.6,in_transit
SHP16169,RT01,2014-11-29,11,45.66,2.9,in_transit
SHP16170,RT02,2014-11-30,10,31.08,5.4,delivered
SHP16171,RT03,2014-12-01,8,50.05,6.0,failed
SHP16172,RT03,2014-12-02,13,57.65,6.0,delivered
SHP16173,RT01,2014-12-03,12,70.68,2.0,delivered
SHP16174,RT04,2014-12-04,10,60.96,5.0,delivered
SHP16175,RT04,2014-12-05,9,42.38,2.0,delivered
SHP16176,RT01,2014-12-06,9,79.76,6.3,delivered
SHP16177,RT02,2014-12-07,13,42.44,8.0,delivered
SHP16178,RT04,2014-12-08,15,93.27,4.0,delivered
SHP16179,RT04,2014-12-09,9,51.55,6.0,delivered
SHP16180,RT01,2014-12-10,9,45.1,5.5,delivered
SHP16181,RT01,2014-12-11,12,64.39,5.3,delivered
SHP16182,RT02,2014-12-12,18,42.36,5.3,delivered
SHP16183,RT04,2014-12-13,6,40.81,7.0,failed
SHP16184,RT04,2014-12-14,9,47.73,6.9,in_transit
SHP16185,RT01,2014-12-15,9,77.87,6.5,in_transit
SHP16186,RT04,2014-12-16,13,66.92,5.9,delivered
SHP16187,RT02,2014-12-17,11,48.86,1.7,in_transit
SHP16188,RT02,2014-12-18,5,45.41,5.4,delivered
SHP16189,RT04,2014-12-19,5,81.11,3.8,delivered
SHP16190,RT03,2014-12-20,12,78.03,8.7,in_transit
SHP16191,RT03,2014-12-21,8,94.13,8.6,delivered
SHP16192,RT02,2014-12-22,10,87.98,4.1,delivered
SHP16193,RT01,2014-12-23,12,69.24,5.1,delivered
SHP16194,RT03,2014-12-24,8,69.27,7.2,delivered
SHP16195,RT03,2014-12-25,11,86.37,4.6,delivered
SHP16196,RT02,2014-12-26,15,94.44,3.6,delivered
SHP16197,RT04,2014-12-27,14,97.75,3.7,delivered
SHP16198,RT04,2014-12-28,9,74.03,7.8,delivered
SHP16199,RT01,2014-12-29,11,53.07,4.1,delivered
SHP16200,RT04,2014-12-30,7,37.96,4.6,delivered
SHP16201,RT03,2014-12-31,9,32.5,0.5,delivered
SHP16202,RT04,2015-01-01,11,51.34,9.9,in_transit
SHP16203,RT01,2015-01-02,10,89.09,5.3,delivered
SHP16204,RT02,2015-01-03,13,82.92,4.6,delivered
SHP16205,RT01,2015-01-04,11,96.83,7.0,delivered
SHP16206,RT04,2015-01-05,8,30.41,8.4,delivered
SHP16207,RT03,2015-01-06,17,50.36,3.8,delivered
SHP16208,RT01,2015-01-07,13,37.5,6.0,failed
SHP16209,RT01,2015-01-08,11,37.77,8.1,failed
SHP16210,RT01,2015-01-09,9,43.99,3.9,delivered
SHP16211,RT03,2015-01-10,5,47.07,8.9,in_transit
SHP16212,RT02,2015-01-11,11,32.88,2.6,delivered
SHP16213,RT03,2015-01-12,7,64.71,2.5,delivered
SHP16214,RT03,2015-01-13,14,94.15,7.4,delivered
SHP16215,RT04,2015-01-14,8,80.8,6.8,in_transit
SHP16216,RT01,2015-01-15,10,76.21,5.8,in_transit
SHP16217,RT04,2015-01-16,6,52.27,4.5,in_transit
SHP16218,RT03,2015-01-17,10,96.66,4.6,delivered
SHP16219,RT03,2015-01-18,10,68.77,7.1,delivered
SHP16220,RT03,2015-01-19,10,71.79,3.8,failed
SHP16221,RT02,2015-01-20,9,86.78,5.6,delivered
SHP16222,RT02,2015-01-21,10,75.16,5.1,delivered
SHP16223,RT04,2015-01-22,9,71.49,3.8,in_transit
SHP16224,RT04,2015-01-23,9,59.44,-0.2,delivered
SHP16225,RT04,2015-01-24,9,97.24,3.1,in_transit
SHP16226,RT03,2015-01-25,12,90.07,3.8,delivered
SHP16227,RT04,2015-01-26,10,78.82,5.0,delivered
SHP16228,RT04,2015-01-27,13,47.31,5.9,delivered
SHP16229,RT03,2015-01-28,12,34.69,7.5,delivered
SHP16230,RT04,2015-01-29,13,38.64,8.2,in_transit
SHP16231,RT04,2015-01-30,18,85.82,2.8,delivered
SHP16232,RT04,2015-01-31,12,46.8,3.8,in_transit
SHP16233,RT02,2015-02-01,9,79.9,4.9,delivered
SHP16234,RT03,2015-02-02,7,72.81,10.1,failed
SHP16235,RT04,2015-02-03,12,88.8,4.6,delivered
SHP16236,RT01,2015-02-04,7,92.62,7.9,delivered
SHP16237,RT01,2015-02-05,10,38.79,2.8,in_transit
SHP16238,RT01,2015-02-06,14,96.33,2.2,delivered
SHP16239,RT02,2015-02-07,11,76.11,6.9,delivered
SHP16240,RT01,2015-02-08,6,30.73,7.5,in_transit
SHP16241,RT03,2015-02-09,12,52.09,1.8,delivered
SHP16242,RT04,2015-02-10,8,94.56,4.7,delivered
SHP16243,RT01,2015-02-11,15,75.7,6.3,delivered
SHP16244,RT02,2015-02-12,10,61.84,2.6,delivered
SHP16245,RT01,2015-02-13,11,67.25,6.6,delivered
SHP16246,RT03,2015-02-14,11,39.28,4.6,in_transit
SHP16247,RT03,2015-02-15,8,41.43,6.2,delivered
SHP16248,RT02,2015-02-16,12,86.33,3.3,in_transit
SHP16249,RT04,2015-02-17,14,46.86,3.4,in_transit
SHP16250,RT01,2015-02-18,11,32.42,5.2,delivered
SHP16251,RT01,2015-02-19,9,63.5,6.4,delivered
SHP16252,RT03,2015-02-20,12,98.56,1.9,delivered
SHP16253,RT01,2015-02-21,9,59.66,5.4,delivered
SHP16254,RT04,2015-02-22,13,47.57,2.6,in_transit
SHP16255,RT02,2015-02-23,15,74.47,4.4,delivered
SHP16256,RT01,2015-02-24,13,60.32,6.3,delivered
SHP16257,RT01,2015-02-25,6,59.24,3.1,delivered
SHP16258,RT01,2015-02-26,12,92.32,8.0,failed
SHP16259,RT02,2015-02-27,11,55.21,4.2,delivered
SHP16260,RT02,2015-02-28,5,41.51,2.3,in_transit
SHP16261,RT03,2015-03-01,8,88.58,3.7,delivered
SHP16262,RT03,2015-03-02,14,40.17,3.8,failed
SHP16263,RT03,2015-03-03,12,46.41,6.0,delivered
SHP16264,RT01,2015-03-04,8,68.69,2.4,in_transit
SHP16265,RT01,2015-03-05,12,81.96,4.1,in_transit
SHP16266,RT04,2015-03-06,10,65.89,1.8,delivered
SHP16267,RT02,2015-03-07,6,84.45,6.7,delivered
SHP16268,RT03,2015-03-08,12,68.58,2.7,delivered
SHP16269,RT02,2015-03-09,8,51.99,6.7,delivered
SHP16270,RT03,2015-03-10,5,89.7,6.0,in_transit
SHP16271,RT01,2015-03-11,11,30.79,7.3,delivered
SHP16272,RT02,2015-03-12,12,73.48,5.5,failed
SHP16273,RT02,2015-03-13,9,54.63,5.1,failed
SHP16274,RT03,2015-03-14,11,30.5,3.8,delivered
SHP16275,RT04,2015-03-15,10,88.1,8.3,delivered
SHP16276,RT03,2015-03-16,10,39.49,2.9,delivered
SHP16277,RT03,2015-03-17,12,30.28,3.7,in_transit
SHP16278,RT03,2015-03-18,5,77.52,1.6,delivered
SHP16279,RT01,2015-03-19,12,96.49,4.5,delivered
SHP16280,RT03,2015-03-20,12,68.17,6.5,in_transit
SHP16281,RT04,2015-03-21,8,81.02,5.2,in_transit
SHP16282,RT01,2015-03-22,16,98.72,8.3,delivered
SHP16283,RT03,2015-03-23,12,40.31,4.1,delivered
SHP16284,RT02,2015-03-24,12,73.04,5.0,failed
SHP16285,RT04,2015-03-25,7,57.95,4.5,delivered
SHP16286,RT04,2015-03-26,10,75.68,4.8,delivered
SHP16287,RT04,2015-03-27,10,67.71,3.5,delivered
SHP16288,RT02,2015-03-28,15,58.45,6.9,in_transit
SHP16289,RT01,2015-03-29,9,62.68,5.5,failed
SHP16290,RT04,2015-03-30,6,59.93,5.8,in_transit
SHP16291,RT01,2015-03-31,10,76.8,0.9,delivered
SHP16292,RT02,2015-04-01,14,31.69,5.8,delivered
SHP16293,RT04,2015-04-02,10,87.71,5.5,delivered
SHP16294,RT01,2015-04-03,9,39.23,7.7,delivered
SHP16295,RT04,2015-04-04,13,95.86,3.3,failed
SHP16296,RT02,2015-04-05,9,36.18,5.6,in_transit
SHP16297,RT01,2015-04-06,10,73.97,3.7,delivered
SHP16298,RT02,2015-04-07,7,42.15,5.8,failed
SHP16299,RT01,2015-04-08,6,88.04,2.7,delivered
SHP16300,RT02,2015-04-09,4,82.99,7.0,failed
SHP16301,RT01,2015-04-10,8,90.83,5.3,delivered
SHP16302,RT03,2015-04-11,8,60.06,2.5,delivered
SHP16303,RT04,2015-04-12,8,41.71,8.0,in_transit
SHP16304,RT02,2015-04-13,15,62.15,4.4,in_transit
SHP16305,RT02,2015-04-14,10,83.91,8.0,delivered
SHP16306,RT01,2015-04-15,9,56.45,7.8,failed
SHP16307,RT01,2015-04-16,7,49.27,5.4,in_transit
SHP16308,RT03,2015-04-17,7,97.53,-1.1,in_transit
SHP16309,RT01,2015-04-18,12,50.38,2.8,in_transit
SHP16310,RT02,2015-04-19,10,82.77,3.7,delivered
SHP16311,RT02,2015-04-20,12,75.83,6.8,delivered
SHP16312,RT01,2015-04-21,10,50.75,4.2,failed
SHP16313,RT03,2015-04-22,17,61.33,4.0,delivered
SHP16314,RT02,2015-04-23,9,60.69,2.5,delivered
SHP16315,RT01,2015-04-24,8,66.83,6.2,in_transit
SHP16316,RT02,2015-04-25,7,66.52,4.4,delivered
SHP16317,RT03,2015-04-26,15,49.53,8.9,delivered
SHP16318,RT02,2015-04-27,12,66.66,3.8,failed
SHP16319,RT01,2015-04-28,9,64.75,3.1,delivered
SHP16320,RT03,2015-04-29,10,40.32,5.1,delivered
SHP16321,RT01,2015-04-30,13,96.75,3.8,delivered
SHP16322,RT04,2015-05-01,9,54.55,4.1,delivered
SHP16323,RT01,2015-05-02,11,48.04,7.5,delivered
SHP16324,RT01,2015-05-03,10,60.66,3.6,delivered
SHP16325,RT02,2015-05-04,4,44.48,3.5,delivered
SHP16326,RT02,2015-05-05,7,84.75,6.6,delivered
SHP16327,RT02,2015-05-06,9,60.27,3.7,in_transit
SHP16328,RT03,2015-05-07,14,48.51,3.6,delivered
SHP16329,RT04,2015-05-08,8,77.97,4.7,delivered
SHP16330,RT01,2015-05-09,7,34.03,5.8,delivered
SHP16331,RT04,2015-05-10,10,96.98,6.4,delivered
SHP16332,RT04,2015-05-11,9,88.69,7.3,delivered
SHP16333,RT01,2015-05-12,7,86.87,8.2,failed
SHP16334,RT03,2015-05-13,11,39.92,6.0,in_transit
SHP16335,RT01,2015-05-14,11,42.35,7.3,delivered
SHP16336,RT02,2015-05-15,7,91.93,3.7,delivered
SHP16337,RT04,2015-05-16,6,50.6,6.8,delivered
SHP16338,RT02,2015-05-17,8,63.04,4.0,delivered
SHP16339,RT02,2015-05-18,12,90.99,6.3,delivered
SHP16340,RT02,2015-05-19,11,56.47,8.1,delivered
SHP16341,RT01,2015-05-20,12,81.58,7.2,in_transit
SHP16342,RT02,2015-05-21,12,75.52,3.4,failed
SHP16343,RT02,2015-05-22,7,46.88,1.6,delivered
SHP16344,RT04,2015-05-23,12,96.4,6.2,delivered
SHP16345,RT04,2015-05-24,10,70.9,3.0,in_transit
SHP16346,RT04,2015-05-25,11,98.5,6.9,delivered
SHP16347,RT01,2015-05-26,12,48.58,6.7,failed
SHP16348,RT01,2015-05-27,7,44.48,5.5,delivered
SHP16349,RT03,2015-05-28,8,70.51,5.1,delivered
SHP16350,RT01,2015-05-29,7,91.66,3.8,delivered
SHP16351,RT01,2015-05-30,10,62.18,6.5,delivered
SHP16352,RT03,2015-05-31,6,85.49,5.6,delivered
SHP16353,RT02,2015-06-01,10,69.19,1.4,in_transit
SHP16354,RT03,2015-06-02,9,41.79,5.6,delivered
SHP16355,RT02,2015-06-03,8,35.53,3.2,delivered
SHP16356,RT04,2015-06-04,12,44.07,5.2,delivered
SHP16357,RT02,2015-06-05,13,69.16,7.0,delivered
SHP16358,RT01,2015-06-06,9,99.58,6.8,delivered
SHP16359,RT03,2015-06-07,10,32.85,7.0,in_transit
SHP16360,RT02,2015-06-08,10,70.09,4.9,delivered
SHP16361,RT04,2015-06-09,12,36.34,3.9,delivered
SHP16362,RT03,2015-06-10,10,92.37,4.0,delivered
SHP16363,RT04,2015-06-11,3,69.33,4.8,delivered
SHP16364,RT03,2015-06-12,8,72.44,6.9,in_transit
SHP16365,RT01,2015-06-13,6,34.06,5.5,delivered
SHP16366,RT04,2015-06-14,9,43.66,5.5,failed
SHP16367,RT02,2015-06-15,7,45.2,5.7,delivered
SHP16368,RT01,2015-06-16,7,36.38,7.0,delivered
